Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y,EA_raw
15,42.2166667,-5.8357672,94.6666667,-7.5062005,94.6666667,
16,42.2166667,-5.5857672,93.6666667,-7.568366,93.6666667,
17,42.2166667,-5.3059187,92.6666667,-7.3752519,92.6666667,
18,42.2166667,-5.0459187,91.6666667,-7.007676,91.6666667,
19,42.2166667,-4.7860702,91.6666667,-7.3233252,91.6666667,19.5803038
20,42.2166667,-4.5360702,90.6666667,-6.9654547,90.6666667,19.7303703
21,42.2166667,-4.2165248,89.6666667,-6.5284406,89.6666667,20.1537909
1,42.2333333,-10.0572664,107.6666667,-11.2050019,107.6666667,
2,42.2333333,-9.6772664,106.6666667,-10.7350019,106.6666667,
3,42.2333333,-9.3372664,104.6666667,-10.4550019,104.6666667,
4,42.2333333,-9.0272664,103.6666667,-10.1250019,103.6666667,
5,42.2333333,-8.6772664,102.6666667,-9.7750019,102.6666667,
6,42.2333333,-8.3272664,101.6666667,-9.4950019,101.6666667,
7,42.2333333,-8.0072664,100.6666667,-9.1550019,100.6666667,
8,42.2333333,-7.7072664,99.6666667,-8.8250019,99.6666667,
9,42.2333333,-7.3972664,98.6666667,-8.6450019,98.6666667,
10,42.2333333,-7.1072664,97.6666667,-8.2450019,97.6666667,
11,42.2333333,-6.9572664,94.6666667,-8.2225751,94.6666667,
12,42.2333333,-6.6672664,93.6666667,-8.2401207,93.6666667,
13,42.2333333,-6.3972664,93.6666667,-8.1679063,93.6666667,
14,42.2333333,-6.0972664,94.6666667,-7.8311588,94.6666667,
15,42.2333333,-5.8372664,94.6666667,-7.5084383,94.6666667,
16,42.2333333,-5.5872664,93.6666667,-7.5703268,93.6666667,
17,42.2333333,-5.3072664,92.6666667,-7.377173,92.6666667,
18,42.2333333,-5.0472664,91.6666667,-7.0096391,91.6666667,
19,42.2333333,-4.7872664,91.6666667,-7.3238278,91.6666667,19.5867081
20,42.2333333,-4.5372664,90.6666667,-6.966828,90.6666667,19.7370075
21,42.2333333,-4.2172664,89.6666667,-6.529415,89.6666667,20.1601753
1,42.25,-10.0596746,107.6666667,-11.2067915,107.6666667,
2,42.25,-9.6795231,106.6666667,-10.7364885,106.6666667,
3,42.25,-9.3393716,104.6666667,-10.4564885,104.6666667,
4,42.25,-9.0293716,103.6666667,-10.1264885,103.6666667,
5,42.25,-8.6793716,102.6666667,-9.7763369,102.6666667,
6,42.25,-8.3293716,101.6666667,-9.4961854,101.6666667,
7,42.25,-8.0093716,100.6666667,-9.1561854,100.6666667,
8,42.25,-7.7093716,99.6666667,-8.8258824,99.6666667,
9,42.25,-7.3992201,98.6666667,-8.6474777,98.6666667,
10,42.25,-7.1092201,97.6666667,-8.2475073,97.6666667,
11,42.25,-6.9590686,94.6666667,-8.224934,94.6666667,
12,42.25,-6.6689171,93.6666667,-8.2422163,93.6666667,
13,42.25,-6.3990686,93.6666667,-8.1699757,93.6666667,
14,42.25,-6.0989171,94.6666667,-7.8333098,94.6666667,
15,42.25,-5.8387656,94.6666667,-7.5106761,94.6666667,
16,42.25,-5.5887656,93.6666667,-7.5722876,93.6666667,
17,42.25,-5.3087656,92.6666667,-7.3790942,92.6666667,
18,42.25,-5.0487656,91.6666667,-7.0116022,91.6666667,
19,42.25,-4.788614,91.6666667,-7.3243304,91.6666667,19.5931124
20,42.25,-4.538614,90.6666667,-6.9682012,90.6666667,19.7436446
21,42.25,-4.2181595,89.6666667,-6.5303894,89.6666667,20.1665596
1,42.2666667,-10.0620829,107.6666667,-11.2085811,107.6666667,
2,42.2666667,-9.6817799,106.6666667,-10.737975,106.6666667,
3,42.2666667,-9.3414769,104.6666667,-10.457975,104.6666667,
4,42.2666667,-9.0314769,103.6666667,-10.127975,103.6666667,
5,42.2666667,-8.6814769,102.6666667,-9.777672,102.6666667,
6,42.2666667,-8.3314769,101.6666667,-9.497369,101.6666667,
7,42.2666667,-8.0114769,100.6666667,-9.157369,100.6666667,
8,42.2666667,-7.7114769,99.6666667,-8.8267629,99.6666667,
9,42.2666667,-7.4011738,98.6666667,-8.6499536,98.6666667,
10,42.2666667,-7.1111738,97.6666667,-8.2500126,97.6666667,
11,42.2666667,-6.9608708,94.6666667,-8.2272929,94.6666667,
12,42.2666667,-6.6705678,93.6666667,-8.2443118,93.6666667,
13,42.2666667,-6.4008708,93.6666667,-8.1720451,93.6666667,
14,42.2666667,-6.1005678,94.6666667,-7.8354607,94.6666667,
15,42.2666667,-5.8402647,94.6666667,-7.512914,94.6666667,
16,42.2666667,-5.5902647,93.6666667,-7.5742484,93.6666667,
17,42.2666667,-5.3102647,92.6666667,-7.3810154,92.6666667,
18,42.2666667,-5.0502647,91.6666667,-7.0135653,91.6666667,
19,42.2666667,-4.7899617,91.6666667,-7.3248331,91.6666667,19.5995167
20,42.2666667,-4.5399617,90.6666667,-6.9695745,90.6666667,19.7502817
21,42.2666667,-4.2190526,89.6666667,-6.5313638,89.6666667,20.1729439
1,42.2833333,-10.0644912,107.6666667,-11.2103707,107.6666667,
2,42.2833333,-9.6840366,106.6666667,-10.7394616,106.6666667,
3,42.2833333,-9.3435821,104.6666667,-10.4594616,104.6666667,
4,42.2833333,-9.0335821,103.6666667,-10.1294616,103.6666667,
5,42.2833333,-8.6835821,102.6666667,-9.779007,102.6666667,
6,42.2833333,-8.3335821,101.6666667,-9.4985525,101.6666667,
7,42.2833333,-8.0135821,100.6666667,-9.1585525,100.6666667,
8,42.2833333,-7.7135821,99.6666667,-8.8276434,99.6666667,
9,42.2833333,-7.4031275,98.6666667,-8.6524295,98.6666667,
10,42.2833333,-7.1131275,97.6666667,-8.252518,97.6666667,
11,42.2833333,-6.962673,94.6666667,-8.2296518,94.6666667,
12,42.2833333,-6.6722185,93.6666667,-8.2464073,93.6666667,
13,42.2833333,-6.402673,93.6666667,-8.1741144,93.6666667,
14,42.2833333,-6.1022185,94.6666667,-7.8376117,94.6666667,
15,42.2833333,-5.8417639,94.6666667,-7.5151518,94.6666667,
16,42.2833333,-5.5917639,93.6666667,-7.5762092,93.6666667,
17,42.2833333,-5.3117639,92.6666667,-7.3829366,92.6666667,
18,42.2833333,-5.0517639,91.6666667,-7.0155284,91.6666667,
19,42.2833333,-4.7913094,91.6666667,-7.3253357,91.6666667,19.605921
20,42.2833333,-4.5413094,90.6666667,-6.9709477,90.6666667,19.7569189
21,42.2833333,-4.2199457,89.6666667,-6.5323382,89.6666667,20.1793282
1,42.3,-10.0668994,107.6666667,-11.2121603,107.6666667,
2,42.3,-9.6862934,106.6666667,-10.7409481,106.6666667,
3,42.3,-9.3456873,104.6666667,-10.4609481,104.6666667,
4,42.3,-9.0356873,103.6666667,-10.1309481,103.6666667,
5,42.3,-8.6856873,102.6666667,-9.7803421,102.6666667,
6,42.3,-8.3356873,101.6666667,-9.499736,101.6666667,
7,42.3,-8.0156873,100.6666667,-9.159736,100.6666667,
8,42.3,-7.7156873,99.6666667,-8.8285239,99.6666667,
9,42.3,-7.4050813,98.6666667,-8.6549053,98.6666667,
10,42.3,-7.1150813,97.6666667,-8.2550233,97.6666667,
11,42.3,-6.9644752,94.6666667,-8.2320106,94.6666667,
12,42.3,-6.6738691,93.6666667,-8.2485028,93.6666667,
13,42.3,-6.4044752,93.6666667,-8.1761838,93.6666667,
14,42.3,-6.1038691,94.6666667,-7.8397627,94.6666667,
15,42.3,-5.8432631,94.6666667,-7.5173896,94.6666667,
16,42.3,-5.5932631,93.6666667,-7.57817,93.6666667,
17,42.3,-5.3132631,92.6666667,-7.3848578,92.6666667,
18,42.3,-5.0532631,91.6666667,-7.0174915,91.6666667,
19,42.3,-4.792657,91.6666667,-7.3258383,91.6666667,19.6123253
20,42.3,-4.542657,90.6666667,-6.972321,90.6666667,19.763556
21,42.3,-4.2208388,89.6666667,-6.5333126,89.6666667,20.1857126
1,42.3166667,-10.0693077,107.6666667,-11.2139499,107.6666667,
2,42.3166667,-9.6885501,106.6666667,-10.7424347,106.6666667,
3,42.3166667,-9.3477926,104.6666667,-10.4624347,104.6666667,
4,42.3166667,-9.0377926,103.6666667,-10.1324347,103.6666667,
5,42.3166667,-8.6877926,102.6666667,-9.7816771,102.6666667,
6,42.3166667,-8.3377926,101.6666667,-9.5009196,101.6666667,
7,42.3166667,-8.0177926,100.6666667,-9.1609196,100.6666667,
8,42.3166667,-7.7177926,99.6666667,-8.8294044,99.6666667,
9,42.3166667,-7.407035,98.6666667,-8.6573812,98.6666667,
10,42.3166667,-7.117035,97.6666667,-8.2575287,97.6666667,
11,42.3166667,-6.9662774,94.6666667,-8.2343695,94.6666667,
12,42.3166667,-6.6755198,93.6666667,-8.2505983,93.6666667,
13,42.3166667,-6.4062774,93.6666667,-8.1782532,93.6666667,
14,42.3166667,-6.1055198,94.6666667,-7.8419136,94.6666667,
15,42.3166667,-5.8447623,94.6666667,-7.5196274,94.6666667,
16,42.3166667,-5.5947623,93.6666667,-7.5801308,93.6666667,
17,42.3166667,-5.3147623,92.6666667,-7.3867789,92.6666667,
18,42.3166667,-5.0547623,91.6666667,-7.0194546,91.6666667,
19,42.3166667,-4.7940047,91.6666667,-7.326341,91.6666667,19.6187296
20,42.3166667,-4.5440047,90.6666667,-6.9736943,90.6666667,19.7701931
21,42.3166667,-4.221732,89.6666667,-6.534287,89.6666667,20.1920969
1,42.3333333,-10.071716,107.6666667,-11.2157395,107.6666667,
2,42.3333333,-9.6908069,106.6666667,-10.7439213,106.6666667,
3,42.3333333,-9.3498978,104.6666667,-10.4639213,104.6666667,
4,42.3333333,-9.0398978,103.6666667,-10.1339213,103.6666667,
5,42.3333333,-8.6898978,102.6666667,-9.7830122,102.6666667,
6,42.3333333,-8.3398978,101.6666667,-9.5021031,101.6666667,
7,42.3333333,-8.0198978,100.6666667,-9.1621031,100.6666667,
8,42.3333333,-7.7198978,99.6666667,-8.8302849,99.6666667,
9,42.3333333,-7.4089887,98.6666667,-8.659857,98.6666667,
10,42.3333333,-7.1189887,97.6666667,-8.2600341,97.6666667,
11,42.3333333,-6.9680796,94.6666667,-8.2367284,94.6666667,
12,42.3333333,-6.6771705,93.6666667,-8.2526938,93.6666667,
13,42.3333333,-6.4080796,93.6666667,-8.1803225,93.6666667,
14,42.3333333,-6.1071705,94.6666667,-7.8440646,94.6666667,
15,42.3333333,-5.8462614,94.6666667,-7.5218652,94.6666667,
16,42.3333333,-5.5962614,93.6666667,-7.5820916,93.6666667,
17,42.3333333,-5.3162614,92.6666667,-7.3887001,92.6666667,
18,42.3333333,-5.0562614,91.6666667,-7.0214176,91.6666667,
19,42.3333333,-4.7953523,91.6666667,-7.3268436,91.6666667,19.6251339
20,42.3333333,-4.5453523,90.6666667,-6.9750675,90.6666667,19.7768303
21,42.3333333,-4.2226251,89.6666667,-6.5352614,89.6666667,20.1984812
1,42.35,-10.0741242,107.6666667,-11.217529,107.6666667,
2,42.35,-9.6930636,106.6666667,-10.7454078,106.6666667,
3,42.35,-9.352003,104.6666667,-10.4654078,104.6666667,
4,42.35,-9.042003,103.6666667,-10.1354078,103.6666667,
5,42.35,-8.692003,102.6666667,-9.7843472,102.6666667,
6,42.35,-8.342003,101.6666667,-9.5032866,101.6666667,
7,42.35,-8.022003,100.6666667,-9.1632866,100.6666667,
8,42.35,-7.722003,99.6666667,-8.8311654,99.6666667,
9,42.35,-7.4109424,98.6666667,-8.6623329,98.6666667,
10,42.35,-7.1209424,97.6666667,-8.2625394,97.6666667,
11,42.35,-6.9698818,94.6666667,-8.2390873,94.6666667,
12,42.35,-6.6788212,93.6666667,-8.2547893,93.6666667,
13,42.35,-6.4098818,93.6666667,-8.1823919,93.6666667,
14,42.35,-6.1088212,94.6666667,-7.8462156,94.6666667,
15,42.35,-5.8477606,94.6666667,-7.524103,94.6666667,
16,42.35,-5.5977606,93.6666667,-7.5840524,93.6666667,
17,42.35,-5.3177606,92.6666667,-7.3906213,92.6666667,
18,42.35,-5.0577606,91.6666667,-7.0233807,91.6666667,
19,42.35,-4.7967,91.6666667,-7.3273462,91.6666667,19.6315383
20,42.35,-4.5467,90.6666667,-6.9764408,90.6666667,19.7834674
21,42.35,-4.2235182,89.6666667,-6.5362358,89.6666667,20.2048655
1,42.3666667,-10.0733551,107.6666667,-11.2193186,107.6666667,
2,42.3666667,-9.6921429,106.6666667,-10.7468944,106.6666667,
3,42.3666667,-9.3509308,104.6666667,-10.4668944,104.6666667,
4,42.3666667,-9.0409308,103.6666667,-10.1368944,103.6666667,
5,42.3666667,-8.6909308,102.6666667,-9.7856823,102.6666667,
6,42.3666667,-8.3409308,101.6666667,-9.5044702,101.6666667,
7,42.3666667,-8.0209308,100.6666667,-9.1644702,100.6666667,
8,42.3666667,-7.7209308,99.6666667,-8.8320459,99.6666667,
9,42.3666667,-7.4097187,98.6666667,-8.6648087,98.6666667,
10,42.3666667,-7.1197187,97.6666667,-8.2650448,97.6666667,
11,42.3666667,-6.9685066,94.6666667,-8.2414462,94.6666667,
12,42.3666667,-6.6772945,93.6666667,-8.2568848,93.6666667,
13,42.3666667,-6.4085066,93.6666667,-8.1844613,93.6666667,
14,42.3666667,-6.1072945,94.6666667,-7.8483666,94.6666667,
15,42.3666667,-5.8460823,94.6666667,-7.5263408,94.6666667,
16,42.3666667,-5.5960823,93.6666667,-7.5860132,93.6666667,
17,42.3666667,-5.3160823,92.6666667,-7.3925425,92.6666667,
18,42.3666667,-5.0560823,91.6666667,-7.0253438,91.6666667,
19,42.3666667,-4.7948702,91.6666667,-7.3278489,91.6666667,19.6379426
20,42.3666667,-4.5448702,90.6666667,-6.977814,90.6666667,19.7901045
21,42.3666667,-4.2212338,89.6666667,-6.5372102,89.6666667,20.2112499
1,42.3833333,-10.0725859,107.6666667,-11.2211082,107.6666667,
2,42.3833333,-9.6912222,106.6666667,-10.748381,106.6666667,
3,42.3833333,-9.3498586,104.6666667,-10.468381,104.6666667,
4,42.3833333,-9.0398586,103.6666667,-10.138381,103.6666667,
5,42.3833333,-8.6898586,102.6666667,-9.7870173,102.6666667,
6,42.3833333,-8.3398586,101.6666667,-9.5056537,101.6666667,
7,42.3833333,-8.0198586,100.6666667,-9.1656537,100.6666667,
8,42.3833333,-7.7198586,99.6666667,-8.8329264,99.6666667,
9,42.3833333,-7.408495,98.6666667,-8.6672846,98.6666667,
10,42.3833333,-7.118495,97.6666667,-8.2675502,97.6666667,
11,42.3833333,-6.9671313,94.6666667,-8.2438051,94.6666667,
12,42.3833333,-6.6757677,93.6666667,-8.2589803,93.6666667,
13,42.3833333,-6.4071313,93.6666667,-8.1865306,93.6666667,
14,42.3833333,-6.1057677,94.6666667,-7.8505175,94.6666667,
15,42.3833333,-5.8444041,94.6666667,-7.5285786,94.6666667,
16,42.3833333,-5.5944041,93.6666667,-7.587974,93.6666667,
17,42.3833333,-5.3144041,92.6666667,-7.3944637,92.6666667,
18,42.3833333,-5.0544041,91.6666667,-7.0273069,91.6666667,
19,42.3833333,-4.7930404,91.6666667,-7.3283515,91.6666667,19.6443469
20,42.3833333,-4.5430404,90.6666667,-6.9791873,90.6666667,19.7967417
21,42.3833333,-4.2189495,89.6666667,-6.5381846,89.6666667,20.2176342
1,42.4,-10.0718167,107.6666667,-11.2228978,107.6666667,
2,42.4,-9.6903015,106.6666667,-10.7498675,106.6666667,
3,42.4,-9.3487864,104.6666667,-10.4698675,104.6666667,
4,42.4,-9.0387864,103.6666667,-10.1398675,103.6666667,
5,42.4,-8.6887864,102.6666667,-9.7883524,102.6666667,
6,42.4,-8.3387864,101.6666667,-9.5068372,101.6666667,
7,42.4,-8.0187864,100.6666667,-9.1668372,100.6666667,
8,42.4,-7.7187864,99.6666667,-8.8338069,99.6666667,
9,42.4,-7.4072712,98.6666667,-8.6697604,98.6666667,
10,42.4,-7.1172712,97.6666667,-8.2700555,97.6666667,
11,42.4,-6.9657561,94.6666667,-8.246164,94.6666667,
12,42.4,-6.6742409,93.6666667,-8.2610758,93.6666667,
13,42.4,-6.4057561,93.6666667,-8.1886,93.6666667,
14,42.4,-6.1042409,94.6666667,-7.8526685,94.6666667,
15,42.4,-5.8427258,94.6666667,-7.5308164,94.6666667,
16,42.4,-5.5927258,93.6666667,-7.5899348,93.6666667,
17,42.4,-5.3127258,92.6666667,-7.3963848,92.6666667,
18,42.4,-5.0527258,91.6666667,-7.02927,91.6666667,
19,42.4,-4.7912106,91.6666667,-7.3288542,91.6666667,19.6507512
20,42.4,-4.5412106,90.6666667,-6.9805605,90.6666667,19.8033788
21,42.4,-4.2166652,89.6666667,-6.539159,89.6666667,20.2240185
1,42.4166667,-10.0710475,107.6666667,-11.2246874,107.6666667,
2,42.4166667,-9.6893809,106.6666667,-10.7513541,106.6666667,
3,42.4166667,-9.3477142,104.6666667,-10.4713541,104.6666667,
4,42.4166667,-9.0377142,103.6666667,-10.1413541,103.6666667,
5,42.4166667,-8.6877142,102.6666667,-9.7896874,102.6666667,
6,42.4166667,-8.3377142,101.6666667,-9.5080208,101.6666667,
7,42.4166667,-8.0177142,100.6666667,-9.1680208,100.6666667,
8,42.4166667,-7.7177142,99.6666667,-8.8346874,99.6666667,
9,42.4166667,-7.4060475,98.6666667,-8.6722363,98.6666667,
10,42.4166667,-7.1160475,97.6666667,-8.2725609,97.6666667,
11,42.4166667,-6.9643809,94.6666667,-8.2485228,94.6666667,
12,42.4166667,-6.6727142,93.6666667,-8.2631713,93.6666667,
13,42.4166667,-6.4043809,93.6666667,-8.1906694,93.6666667,
14,42.4166667,-6.1027142,94.6666667,-7.8548195,94.6666667,
15,42.4166667,-5.8410475,94.6666667,-7.5330542,94.6666667,
16,42.4166667,-5.5910475,93.6666667,-7.5918956,93.6666667,
17,42.4166667,-5.3110475,92.6666667,-7.398306,92.6666667,
18,42.4166667,-5.0510475,91.6666667,-7.0312331,91.6666667,
19,42.4166667,-4.7893809,91.6666667,-7.3293568,91.6666667,19.6571555
20,42.4166667,-4.5393809,90.6666667,-6.9819338,90.6666667,19.8100159
21,42.4166667,-4.2143809,89.6666667,-6.5401334,89.6666667,20.2304029
1,42.4333333,-10.0702783,107.6666667,-11.226477,107.6666667,
2,42.4333333,-9.6884602,106.6666667,-10.7528407,106.6666667,
3,42.4333333,-9.346642,104.6666667,-10.4728407,104.6666667,
4,42.4333333,-9.036642,103.6666667,-10.1428407,103.6666667,
5,42.4333333,-8.686642,102.6666667,-9.7910225,102.6666667,
6,42.4333333,-8.336642,101.6666667,-9.5092043,101.6666667,
7,42.4333333,-8.016642,100.6666667,-9.1692043,100.6666667,
8,42.4333333,-7.716642,99.6666667,-8.8355679,99.6666667,
9,42.4333333,-7.4048238,98.6666667,-8.6747121,98.6666667,
10,42.4333333,-7.1148238,97.6666667,-8.2750663,97.6666667,
11,42.4333333,-6.9630056,94.6666667,-8.2508817,94.6666667,
12,42.4333333,-6.6711874,93.6666667,-8.2652668,93.6666667,
13,42.4333333,-6.4030056,93.6666667,-8.1927387,93.6666667,
14,42.4333333,-6.1011874,94.6666667,-7.8569705,94.6666667,
15,42.4333333,-5.8393692,94.6666667,-7.535292,94.6666667,
16,42.4333333,-5.5893692,93.6666667,-7.5938564,93.6666667,
17,42.4333333,-5.3093692,92.6666667,-7.4002272,92.6666667,
18,42.4333333,-5.0493692,91.6666667,-7.0331962,91.6666667,
19,42.4333333,-4.7875511,91.6666667,-7.3298594,91.6666667,19.6635598
20,42.4333333,-4.5375511,90.6666667,-6.9833071,90.6666667,19.816653
21,42.4333333,-4.2120965,89.6666667,-6.5411078,89.6666667,20.2367872
1,42.45,-10.0695092,107.6666667,-11.2282666,107.6666667,
2,42.45,-9.6875395,106.6666667,-10.7543272,106.6666667,
3,42.45,-9.3455698,104.6666667,-10.4743272,104.6666667,
4,42.45,-9.0355698,103.6666667,-10.1443272,103.6666667,
5,42.45,-8.6855698,102.6666667,-9.7923575,102.6666667,
6,42.45,-8.3355698,101.6666667,-9.5103878,101.6666667,
7,42.45,-8.0155698,100.6666667,-9.1703878,100.6666667,
8,42.45,-7.7155698,99.6666667,-8.8364484,99.6666667,
9,42.45,-7.4036001,98.6666667,-8.677188,98.6666667,
10,42.45,-7.1136001,97.6666667,-8.2775716,97.6666667,
11,42.45,-6.9616304,94.6666667,-8.2532406,94.6666667,
12,42.45,-6.6696607,93.6666667,-8.2673623,93.6666667,
13,42.45,-6.4016304,93.6666667,-8.1948081,93.6666667,
14,42.45,-6.0996607,94.6666667,-7.8591214,94.6666667,
15,42.45,-5.837691,94.6666667,-7.5375298,94.6666667,
16,42.45,-5.587691,93.6666667,-7.5958172,93.6666667,
17,42.45,-5.307691,92.6666667,-7.4021484,92.6666667,
18,42.45,-5.047691,91.6666667,-7.0351593,91.6666667,
19,42.45,-4.7857213,91.6666667,-7.3303621,91.6666667,19.6699641
20,42.45,-4.5357213,90.6666667,-6.9846803,90.6666667,19.8232902
21,42.45,-4.2098122,89.6666667,-6.5420822,89.6666667,20.2431715
1,42.4666667,-10.06874,107.6666667,-11.2300562,107.6666667,
2,42.4666667,-9.6866188,106.6666667,-10.7558138,106.6666667,
3,42.4666667,-9.3444975,104.6666667,-10.4758138,104.6666667,
4,42.4666667,-9.0344975,103.6666667,-10.1458138,103.6666667,
5,42.4666667,-8.6844975,102.6666667,-9.7936926,102.6666667,
6,42.4666667,-8.3344975,101.6666667,-9.5115714,101.6666667,
7,42.4666667,-8.0144975,100.6666667,-9.1715714,100.6666667,
8,42.4666667,-7.7144975,99.6666667,-8.8373289,99.6666667,
9,42.4666667,-7.4023763,98.6666667,-8.6796638,98.6666667,
10,42.4666667,-7.1123763,97.6666667,-8.280077,97.6666667,
11,42.4666667,-6.9602551,94.6666667,-8.2555995,94.6666667,
12,42.4666667,-6.6681339,93.6666667,-8.2694578,93.6666667,
13,42.4666667,-6.4002551,93.6666667,-8.1968775,93.6666667,
14,42.4666667,-6.0981339,94.6666667,-7.8612724,94.6666667,
15,42.4666667,-5.8360127,94.6666667,-7.5397676,94.6666667,
16,42.4666667,-5.5860127,93.6666667,-7.597778,93.6666667,
17,42.4666667,-5.3060127,92.6666667,-7.4040696,92.6666667,
18,42.4666667,-5.0460127,91.6666667,-7.0371224,91.6666667,
19,42.4666667,-4.7838915,91.6666667,-7.3308647,91.6666667,19.6763685
20,42.4666667,-4.5338915,90.6666667,-6.9860536,90.6666667,19.8299273
21,42.4666667,-4.2075279,89.6666667,-6.5430566,89.6666667,20.2495558
1,42.4833333,-10.0679708,107.6666667,-11.2318458,107.6666667,
2,42.4833333,-9.6856981,106.6666667,-10.7573003,106.6666667,
3,42.4833333,-9.3434253,104.6666667,-10.4773003,104.6666667,
4,42.4833333,-9.0334253,103.6666667,-10.1473003,103.6666667,
5,42.4833333,-8.6834253,102.6666667,-9.7950276,102.6666667,
6,42.4833333,-8.3334253,101.6666667,-9.5127549,101.6666667,
7,42.4833333,-8.0134253,100.6666667,-9.1727549,100.6666667,
8,42.4833333,-7.7134253,99.6666667,-8.8382094,99.6666667,
9,42.4833333,-7.4011526,98.6666667,-8.6821397,98.6666667,
10,42.4833333,-7.1111526,97.6666667,-8.2825823,97.6666667,
11,42.4833333,-6.9588799,94.6666667,-8.2579584,94.6666667,
12,42.4833333,-6.6666072,93.6666667,-8.2715533,93.6666667,
13,42.4833333,-6.3988799,93.6666667,-8.1989468,93.6666667,
14,42.4833333,-6.0966072,94.6666667,-7.8634234,94.6666667,
15,42.4833333,-5.8343344,94.6666667,-7.5420054,94.6666667,
16,42.4833333,-5.5843344,93.6666667,-7.5997388,93.6666667,
17,42.4833333,-5.3043344,92.6666667,-7.4059907,92.6666667,
18,42.4833333,-5.0443344,91.6666667,-7.0390855,91.6666667,
19,42.4833333,-4.7820617,91.6666667,-7.3313673,91.6666667,19.6827728
20,42.4833333,-4.5320617,90.6666667,-6.9874268,90.6666667,19.8365644
21,42.4833333,-4.2052435,89.6666667,-6.544031,89.6666667,20.2559402
1,42.5,-10.0672016,107.6666667,-11.2336354,107.6666667,
2,42.5,-9.6847774,106.6666667,-10.7587869,106.6666667,
3,42.5,-9.3423531,104.6666667,-10.4787869,104.6666667,
4,42.5,-9.0323531,103.6666667,-10.1487869,103.6666667,
5,42.5,-8.6823531,102.6666667,-9.7963627,102.6666667,
6,42.5,-8.3323531,101.6666667,-9.5139384,101.6666667,
7,42.5,-8.0123531,100.6666667,-9.1739384,100.6666667,
8,42.5,-7.7123531,99.6666667,-8.8390899,99.6666667,
9,42.5,-7.3999289,98.6666667,-8.6846156,98.6666667,
10,42.5,-7.1099289,97.6666667,-8.2850877,97.6666667,
11,42.5,-6.9575046,94.6666667,-8.2603173,94.6666667,
12,42.5,-6.6650804,93.6666667,-8.2736488,93.6666667,
13,42.5,-6.3975046,93.6666667,-8.2010162,93.6666667,
14,42.5,-6.0950804,94.6666667,-7.8655744,94.6666667,
15,42.5,-5.8326562,94.6666667,-7.5442432,94.6666667,
16,42.5,-5.5826562,93.6666667,-7.6016996,93.6666667,
17,42.5,-5.3026562,92.6666667,-7.4079119,92.6666667,
18,42.5,-5.0426562,91.6666667,-7.0410486,91.6666667,
19,42.5,-4.7802319,91.6666667,-7.33187,91.6666667,19.6891771
20,42.5,-4.5302319,90.6666667,-6.9888001,90.6666667,19.8432016
21,42.5,-4.2029592,89.6666667,-6.5450054,89.6666667,20.2623245
1,42.5166667,-10.0664324,107.6666667,-11.235425,107.6666667,
2,42.5166667,-9.6838567,106.6666667,-10.7602735,106.6666667,
3,42.5166667,-9.3412809,104.6666667,-10.4802735,104.6666667,
4,42.5166667,-9.0312809,103.6666667,-10.1502735,103.6666667,
5,42.5166667,-8.6812809,102.6666667,-9.7976977,102.6666667,
6,42.5166667,-8.3312809,101.6666667,-9.515122,101.6666667,
7,42.5166667,-8.0112809,100.6666667,-9.175122,100.6666667,
8,42.5166667,-7.7112809,99.6666667,-8.8399704,99.6666667,
9,42.5166667,-7.3987052,98.6666667,-8.6870914,98.6666667,
10,42.5166667,-7.1087052,97.6666667,-8.2875931,97.6666667,
11,42.5166667,-6.9561294,94.6666667,-8.2626762,94.6666667,
12,42.5166667,-6.6635536,93.6666667,-8.2757443,93.6666667,
13,42.5166667,-6.3961294,93.6666667,-8.2030856,93.6666667,
14,42.5166667,-6.0935536,94.6666667,-7.8677253,94.6666667,
15,42.5166667,-5.8309779,94.6666667,-7.546481,94.6666667,
16,42.5166667,-5.5809779,93.6666667,-7.6036604,93.6666667,
17,42.5166667,-5.3009779,92.6666667,-7.4098331,92.6666667,
18,42.5166667,-5.0409779,91.6666667,-7.0430117,91.6666667,
19,42.5166667,-4.7784021,91.6666667,-7.3323726,91.6666667,19.6955814
20,42.5166667,-4.5284021,90.6666667,-6.9901733,90.6666667,19.8498387
21,42.5166667,-4.2006749,89.6666667,-6.5459798,89.6666667,20.2687088
1,42.5333333,-10.0656632,107.6666667,-11.2372146,107.6666667,
2,42.5333333,-9.682936,106.6666667,-10.76176,106.6666667,
3,42.5333333,-9.3402087,104.6666667,-10.48176,104.6666667,
4,42.5333333,-9.0302087,103.6666667,-10.15176,103.6666667,
5,42.5333333,-8.6802087,102.6666667,-9.7990328,102.6666667,
6,42.5333333,-8.3302087,101.6666667,-9.5163055,101.6666667,
7,42.5333333,-8.0102087,100.6666667,-9.1763055,100.6666667,
8,42.5333333,-7.7102087,99.6666667,-8.8408509,99.6666667,
9,42.5333333,-7.3974814,98.6666667,-8.6895673,98.6666667,
10,42.5333333,-7.1074814,97.6666667,-8.2900984,97.6666667,
11,42.5333333,-6.9547542,94.6666667,-8.265035,94.6666667,
12,42.5333333,-6.6620269,93.6666667,-8.2778398,93.6666667,
13,42.5333333,-6.3947542,93.6666667,-8.2051549,93.6666667,
14,42.5333333,-6.0920269,94.6666667,-7.8698763,94.6666667,
